title,description,identifier,isPartOf
Diabetes + Hyperlipidemia (comorbidity),"This data set provides de-identified population data for diabetes and hyperlipidemia comorbidity prevalence. 

Disclaimer: Users should be cautious of using administrative claims data as a measure of disease prevalence and interpreting trends over time, as data provided were collected for purposes other than surveillance.  Limitations of these data include but are not limited to: misclassification, duplicate individuals, exclusion of individuals who did not seek care in past two years and those who are: uninsured, enrolled in plans not represented in the dataset, or were not enrolled in one of the represented plans for at least 90 days.",eca6c040-1daa-461b-a6c5-d18e88a49035,
Current Bike Availability by Station,A structured data feed that provides current bike availability at Healthy Ride stations in Pittsburgh.,2ce8b891-4470-43ba-a11c-46ba14e2f355,
Market Value Analysis - Allegheny County Economic Development,"In early 2018, the County Department of Economic Development, in conjunction with Reinvestment Fund, completed the 2018 Market Value Analysis (MVA) for Allegheny County.  A similar MVA was completed with the Pittsburgh Urban Redevelopment Authority in 2016. The Market Value Analysis (MVA) offers an approach for community revitalization; it recommends applying interventions not only to where there is a need for development but also in places where public investment can stimulate private market activity and capitalize on larger public investment activities. The MVA is a unique tool for characterizing markets because it creates an internally referenced index of a municipality’s residential real estate market. It identifies areas that are the highest demand markets as well as areas of greatest distress, and the various markets types between. The MVA offers insight into the variation in market strength and weakness within and between traditional community boundaries because it uses Census block groups as the unit of analysis. Where market types abut each other on the map becomes instructive about the potential direction of market change, and ultimately, the appropriateness of types of investment or intervention strategies.

The 2016 Allegheny County MVA does not include the City of Pittsburgh, which was characterized at the same time in the fourth update of the City of Pittsburgh’s MVA. All calculations herein therefore do not include the City of Pittsburgh.
While the methodology between the City and County MVA's are very similar, the classification of communities will differ, and so the data between the two should not be used interchangeably. 

Allegheny County's MVA utilized data that helps to define the local real estate market. Most data used covers the 2013-2016 period, and data used in the analysis includes:

•Residential Real Estate Sales;
• Mortgage Foreclosures;
• Residential Vacancy;
• Parcel Year Built;
• Parcel Condition;
• Owner Occupancy; and
• Subsidized Housing Units.

The MVA uses a statistical technique known as cluster analysis, forming groups of areas (i.e., block groups) that are similar along the MVA descriptors, noted above. The goal is to form groups within which there is a similarity of characteristics within each group, but each group itself different from the others. Using this technique, the MVA condenses vast amounts of data for the universe of all properties to a manageable, meaningful typology of market types that can inform area-appropriate programs and decisions regarding the allocation of resources.

During the research process, staff from the County and Reinvestment Fund spent an extensive amount of effort ensuring the data and analysis was accurate. In addition to testing the data, staff physically examined different areas to verify the data sets being used were appropriate indicators and the resulting MVA categories accurately reflect the market.

Please refer to the report (included here as a pdf) for more information about the data, methodology, and findings.",9088f03b-8b4f-479e-bbea-38710e6a2c0a,
Library Locations,"Carnegie Library of Pittsburgh locations including address, coordinates, phone number, square footage, and standard operating hours. The map below does not display locations that are temporarily closed due to renovation.",5d52127f-3606-4ed9-a019-1daf4381902a,
Roadmap for Inclusive Innovation,The Roadmap for Inclusive Innovation data set shares the status of action items under the Roadmap for Inclusive Innovation. Each action or project has been assigned an evaluation measure. Use the data to understand project status and progress based on the measure assigned.  Access links embedded in data for additional project information and review posts on Medium (https://medium.com/department-of-innovation-performance) for more insight and stories related to inclusive innovation.,8f606207-3e88-4d33-a8dc-d8f16b4d08d6,
A41-027-M19 Green Infrastructure Concept,"Identifies opportunity sites throughout the A41, O27, and M19 Sewersheds for stormwater infrastructure that could fulfill both stormwater management needs and support healthy communities and neighborhoods.  For more information see [Green First Plan website](http://pgh2o.com/City-Wide-Green-Plan).",67abfe18-1906-478d-8970-da6981f5022f,
A42-M29-M16 Green Infrastructure Concept,"Identifies opportunity sites throughout the A42, M29, and M16 Sewersheds for stormwater infrastructure that could fulfill both stormwater management needs and support healthy communities and neighborhoods. For more information see [Green First Plan website](http://pgh2o.com/City-Wide-Green-Plan).",ef0746f2-f547-4f01-98c4-09919d3039ea,
Combined Sewershed,Combined sewersheds in the City of Pittsburgh. Attribute field identifies sewersheds that were analyzed as part of PWSA's City Wide Green First Plan.,fe7e5332-4c87-410d-b0be-43c5d2c44ae0,
Allegheny Land Trust GREENPRINT,"ALT’s GREENPRINT methodology involved collecting, compiling, and analyzing
a vast set of available data and reports on the region’s land and water resources.
GIS technology was applied to processing and integrating information in order to
identify lands in Allegheny County with the greatest capacity to perform certain
ecosystem services.",de1cf8b8-094c-4b6f-804b-02cffad4233a,
MovePGH Project Map,Map Showing locations of Projects Classified for MovePGH,9bd7cbbf-a2ee-472b-8d76-a52382327c11,
Pittsburgh Index Map,Allows users to download 200' Scale Lot and Block Maps,fe326229-f773-42a4-a3e0-6f154d082964,
Pittsburgh City Council District Map,Boundaries for Pittsburgh City Council Districts,aea4a3fc-c45b-486b-a8e2-9d32bd5d986d,
Pittsburgh Steps Map,Interactive Map of Pittsburgh's Steps,e0b3530a-b5d3-45a2-98a2-10691be491c8,
Pittsburgh Map,Map of Pittsburgh with multiple data layers,f45290dd-b5b8-41b7-86c3-b1840dcda290,
New Zoning and Parcel Map Viewer,Allows users to get Property and Zoning Data,2817cc40-7de4-4c98-94f7-bd9780bfa9ea,
Lobbyist Activity,Actions of named registered lobbyists.,a4e3055f-867a-47fd-a955-7d1fa3d7b836,
Campaign Finance Contributions,Amount contributed to each candidate and by whom.,d08d87ec-ea98-4dcd-848b-7a35db07622e,
Public Works - Block Party Summary,"This data set shows all block party requests submitted to the Department of Public Works in 2013-2014. These records are maintained in an Accela database, from which Excel exports can be made anytime. Each record includes the date, address, and applicant information.",cfaffd5c-ab5a-42fd-83ae-2411e376ae0c,
Permitted Shelters,"Inventory of all permitted shelters in the City of Pittsburgh. Includes facility name, shelter name, location, and number of grills and tables.",7bc5037e-52fc-476d-b75c-f1629f007493,
Operation Green Spaces,"Inventory of City of Pittsburgh green spaces, maintained by the Operations Division in the Department of Public Works.",cd9ae013-5b93-43d6-8793-bccf10f12c72,
Summer Meal Sites,"Information pertaining to Summer Meal Sites, as collected by Citiparks in the City of Pittsburgh Department of Parks and Recreation. This dataset includes the address of each feeding site, the dates where meals start and stop being served, the days they operate, availability of hot and cold meals, availability of ovens and/or coolers and the number of meals served by time of day.",543ae03d-3ef4-45c7-b766-2ed49338120f,
City Owned Publicly Available Properties,Catalog of properties owned by the Pittsburgh that are available for sale,46a4f481-751f-4e6c-b104-7a42bbb522f8,
Field Listings,Listing of all baseball fields within the City of Pittsburgh.,5934b8d1-892f-4fd7-84c1-aa890d3ff529,
Police Officer Training,"This dataset shows the time spent by currently active Pittsburgh Police Officers in professional development training. Officers who are no longer employed in the Police Bureau are not included in this data. The data is presented in two ways: total, cumulative hours spent in training, per year, by category and total number of officers who completed training, per year, by category.",8a7d1d09-c8d3-4a0b-9812-11f72bb22103,
Police Civil Actions,"Documentation of open police bureau litigation that took place between Jan 1 and Dec 31, 2015.",8f349889-a5d9-49c1-b1b6-c781c6c6be0e,
Pittsburgh Neighborhoods Map,Allows users to look up City of Pittsburgh Neighborhoods,1e310bc4-87f5-4e56-b04c-38bd8c9ed954,
Police Community Outreach,"Community outreach activities attended by Pittsburgh Police Officers, starting from January 1 2016. Includes Zone, Event Name, Location, Date and Time.",08e92c0b-da2d-42e4-b39f-c964df9e2fdf,
Street Sweeping Routes,Street Sweeping route tables and services for City addresses.,b882ba13-b01b-4a8e-a29f-5b2c0ef73566,
Pittsburgh SNAP Census Data,City of Pittsburgh SNAP census data 2010.,40188e1c-6d2e-4f20-9391-607bd3054949,
Pittsburgh American Community Survey 2015 - Miscellaneous Data,Miscellaneous Reports from the 2015 American Community Survey Report,5b18c198-474c-4723-b735-cc5220ad43cc,
"Pittsburgh American Community Survey 2015, School Enrollment","School enrollment data are used to assess the socioeconomic condition of school-age children. Government agencies also require these data for funding allocations and program planning and implementation.

Data on school enrollment and grade or level attending were derived from answers to Question 10 in the 2015 American Community Survey (ACS). People were classified as enrolled in school if they were attending a public or private school or college at any time during the 3 months prior to the time of interview. The question included instructions to “include only nursery or preschool, kindergarten, elementary school, home school, and schooling which leads to a high school diploma, or a college degree.” Respondents who did not answer the enrollment question were assigned the enrollment status and type of school of
a person with the same age, sex, race, and Hispanic or Latino origin whose residence was in the same or nearby area.

School enrollment is only recorded if the schooling advances a person toward an elementary school certificate, a high school diploma, or a college, university, or professional school (such as law or medicine) degree. Tutoring or correspondence schools are included if credit can be obtained from a public or private school or college. People enrolled in “vocational, technical, or business school” such as post secondary vocational, trade, hospital school, and
on job training were not reported as enrolled in school. Field interviewers were instructed to classify individuals who were home schooled as enrolled in private school. The guide sent out with the mail questionnaire includes instructions for how to classify home schoolers.

Enrolled in Public and Private School – Includes people who attended school in the reference period and indicated they were enrolled by marking one of the questionnaire categories for “public school, public college,” or “private school, private college, home school.” The instruction guide defines a public school as “any school or college controlled and supported primarily by a local, county, state, or federal government.” Private schools are defined as schools supported and controlled primarily by religious organizations or other private groups. Home schools are defined as “parental-guided education outside of public or private school for grades 1-12.” Respondents who marked both the “public” and “private”
boxes are edited to the first entry, “public.”

Grade in Which Enrolled – From 1999-2007, in the ACS, people reported to be enrolled in “public school, public college” or “private school, private college” were classified by grade or level according to responses to Question 10b, “What grade or level was this person attending?” Seven levels were identified: “nursery school, preschool;” “kindergarten;” elementary “grade 1 to grade 4” or “grade 5 to grade 8;” high school “grade 9 to grade 12;” “college undergraduate years (freshman to senior);” and “graduate or professional school (for example: medical, dental, or law school).”

In 2008, the school enrollment questions had several changes. “Home school” was explicitly included in the “private school, private college” category. For question 10b the categories changed to the following “Nursery school, preschool,” “Kindergarten,” “Grade 1 through grade 12,” “College undergraduate years (freshman to senior),” “Graduate or professional school beyond a bachelor’s degree (for example: MA or PhD program, or medical or law school).” The survey question allowed a write-in for the grades enrolled from 1-12.

Question/Concept History – Since 1999, the ACS enrollment status question (Question 10a) refers to “regular school or college,” while the 1996-1998 ACS did not restrict reporting to “regular” school, and contained an additional category for the “vocational, technical or business school.” The 1996-1998 ACS used the educational attainment question to estimate level of enrollment for those reported to be enrolled in school, and had a single year write-in for the attainment of
grades 1 through 11. Grade levels estimated using the attainment question were not consistent with other estimates, so a new question specifically asking grade or level of enrollment was added starting with the 1999 ACS questionnaire.

Limitation of the Data – Beginning in 2006, the population universe in the ACS includes people living in group quarters. Data users may see slight differences in levels of school enrollment in any given geographic area due to the inclusion of this population. The extent of this difference, if any, depends on the type of group quarters present and whether the group quarters population makes up a large proportion of the total population. For example, in areas that are home to several colleges and universities, the percent of individuals 18 to 24 who were enrolled in college or graduate school would increase, as people living in college dormitories are now included in the universe.",3cb2b9c2-66e2-4ffa-b0a1-35fb2c6f7230,
Municipal Building Energy Usage,"This data set contains energy use data from 2009-2014 for 139 municipally operated buildings. Metrics include: Site & Source EUI, annual electricity, natural gas and district steam consumption, greenhouse gas emissions and energy cost. Weather-normalized data enable building performance comparisons over time, despite unusual weather events.",7b8896c5-867d-428d-a2e3-bdb732655846,
Pittsburgh American Community Survey 2014 - Miscellaneous Data,Miscellaneous Reports from the 2014 American Community Survey Report,c6265ffb-c86e-4a2c-870b-1aaa0772c449,
Pittsburgh American Community Survey Census Data 2014 - Sex by Occupation,"Occupation describes the kind of work a person does on the job. Occupation data were derived from answers to questions 45 and 46 in the 2015 American Community Survey (ACS). Question 45 asks: “What kind of work was this person doing?” Question 46 asks: “What were this person’s most important activities or duties?”

These questions were asked of all people 15 years old and over who had worked in the past 5 years. For employed people, the data refer to the person’s job during the previous week. For those who worked two or more jobs, the data refer to the job where the person worked the greatest number of hours. For unemployed people and people who are not currently employed but report having a job within the last five years, the data refer to their last job.

These questions describe the work activity and occupational experience of the American labor force. Data are used to formulate policy and programs for employment, career development, and training; to provide information on the occupational skills of the labor force in a given area to analyze career trends; and to measure compliance with antidiscrimination policies. Companies use these data to decide where to locate new plants, stores, or offices.",378e4a6c-550c-4e9c-bfb5-ca73c1c29cc7,
Pittsburgh American Community Survey Data 2015 - Household Types,"The data on relationship to householder were derived from answers to Question 2 in the 2015 American Community Survey (ACS), which was asked of all people in housing units. The question on relationship is essential for classifying the population information on families and other groups. Information about changes in the composition of the American family, from the number of people living alone to the number of children living with only one parent, is essential for planning and carrying out a number of federal programs.

The responses to this question were used to determine the relationships of all persons to the householder, as well as household type (married couple family, nonfamily, etc.). From responses to this question, we were able to determine numbers of related children, own children, unmarried partner households, and multi-generational households. We calculated average household and family size. When relationship was not reported, it was imputed using the age difference between the householder and the person, sex, and marital status.

Household – A household includes all the people who occupy a housing unit. (People not living in households are classified as living in group quarters.) A housing unit is a house, an apartment, a mobile home, a group of rooms, or a single room that is occupied (or if vacant, is intended for occupancy) as separate living quarters. Separate living quarters are those in which the occupants live separately from any other people in the building and which have direct access from the outside of the building or through a common hall. The occupants may be a single family, one person living alone, two or more families living together, or any other group of related or unrelated people who share living arrangements.

Average Household Size – A measure obtained by dividing the number of people in
households by the number of households. In cases where people in households are cross-classified by race or Hispanic origin, people in the household are classified by the race or Hispanic origin of the householder rather than the race or Hispanic origin of each individual.

Average household size is rounded to the nearest hundredth.

Comparability – The relationship categories for the most part can be compared to previous ACS years and to similar data collected in the decennial census, CPS, and SIPP. With the change in 2008 from “In-law” to the two categories of “Parent-in-law” and “Son-in-law or daughter-in-law,” caution should be exercised when comparing data on in-laws from previous years. “In-law” encompassed any type of in-law such as sister-in-law. Combining “Parent-in-law” and “son-in-law or daughter-in-law” does not represent all “in-laws” in 2008. 

The same can be said of comparing the three categories of “biological” “step,” and “adopted” child in 2008 to “Child” in previous years. Before 2008, respondents may have considered anyone under 18 as “child” and chosen that category. The ACS includes “foster child” as a category. However, the 2010 Census did not contain this category, and “foster children” were included in the “Other nonrelative” category. Therefore, comparison of “foster child” cannot be made to the 2010 Census. Beginning in 2013, the “spouse” category includes same-sex spouses.",307d923c-418e-4838-b2b9-d0896d483f33,
Interactive Zoning and Parcel Map,Allows users to interact with and obtain Property and Zoning Data,934d890e-f3bc-4683-9da8-7075b697019e,
Pittsburgh Internet Service Providers By Block: June 2016,"Displays information about Internet coverage in the City of Pittsburgh, as published by the Federal Communications Commission, by block (June 2016).",ae1f7cda-5e15-4a8a-a5b2-2e4803f1500a,
Smart Streetlight RFI Responses,"##Overview

This guide to the City of Pittsburgh Smart Streetlight Request for Information (RFI) was created to provide clarity and transparency to the ongoing Smart Streetlight project in the City of Pittsburgh. 

Pittsburgh has approximately 40,000 City-owned and operated streetlights, the vast majority of which are traditional high-pressure sodium HID luminaires controlled by simple photocell units. Due to high energy and maintenance costs, the City is developing a plan to replace the bulk of this system with remotely managed LED luminaires, with the goal being a potential energy savings of 60-80%. These savings can finance the conversion program through an Energy Savings Performance Contract. The City has previously piloted this approach in 2012, upgrading 4,500 luminaires through a State-funded energy savings program.  

The City recognizes that updated streetlights can offer a ready-made physical and communications platform for the sensors, controls and backhaul that power a Smart City. In the case of a Smart Streetlight deployment however, the problem is not pre-defined, so it is unclear what the City may actually need. This is why the City chose to release an RFI instead of the more common Request for Proposals (RFP), in order to understand the state of the industry, perform a market analysis and provide a learning experience for City personnel.  This RFI was designed to help the City understand the industry's perspective on these emerging technologies while providing a more efficient and equitable lighting system. 

The City of Pittsburgh Office of Management and Budget released the Smart Streetlights RFI on March 2nd, 2017 and closed it on April 10th, 2017.  The City received twenty-five responses from different businesses who offered a wide variety of services, products and concepts. All of the responses, as well as the RFI itself and the resulting questions and answers, are available to view.

##""Smart Cities""

The term ""Smart City"" refers to a range of technologies designed to sense and control various real-world phenomena, and software design and development projects to collect, present and administer those technologies' data and functions. 

##LEDs

LEDs have a higher efficiency in their conversion of electricity to light. LEDs also last much longer than sodium lamps. They also allow for fine-tuned control to maximize energy savings and performance.",fd14f748-3b6e-4faa-ae4a-1921d105751e,
2019 Capital Budget Deliberation Survey Responses,Collected responses from surveys distributed at the City of Pittsburgh's Capital Budget Deliberative Forum Meetings. These surveys collected resident sentiment on what capital projects the City should prioritize in the upcoming year.,a8a7b82a-8fd9-41b1-a99b-46016a6597cc,
Lots To Love,"Lots to Love is a guide for community organizations and residents who are interested in transforming vacant lots into well-loved spaces. This data includes vacant lot projects that are implemented, in progress, or just an idea. Residents can log their projects through Lots to Love and vacant lot project records include address, description, partners, stage of the project, and photos.",b066dddd-da11-4599-a64a-176d61bd3003,
Landslides,"From [NASA's Cooperative Open Online Landslide Repository (COOLR)](https://science.gsfc.nasa.gov/600/citizen-science/landslides/index.html). 

The Cooperative Open Online Landslide Repository (COOLR) is a worldwide database of landslide events. It currently includes NASA’s Global Landslide Catalog (GLC) and landslide events contributed by citizen scientists. In a future release of COOLR, collated landslide inventories will be added by REST API or manually.",7db7daf4-1fcc-4ad6-ad5e-6ed21a45b154,
Test Pgh Today Vacancy Rate  Housing,test of Pittsburgh Today regional housing data,2ecd2568-5e1d-4384-aa59-c1d75520a15c,
CLP Public Wifi,Carnegie Library of Pittsburgh public wifi usage by library location,f6213ee9-7c53-409d-947a-b3cd7ca36c31,
WPRDC Statistics,"Data about the usage of the WPRDC site and its various datasets, obtained by combining Google Analytics statistics with information from the WPRDC's data portal.",b114c5e3-6e59-448a-b160-ed71f55b94d1,
"Pittsburgh Neighborhood Atlas, 1977","This compilation includes five historical datasets that are part of the University of Pittsburgh Library collection. The datasets were transcribed from The Pittsburgh Neighborhood Atlas, published in 1977. The atlas was prepared by the Pittsburgh Neighborhood Alliance.  The information provides an insight into the neighborhoods conditions and the direction in which they were moving at the time of preparation. Much of the material describing neighborhood characteristics came from figures compiled for smaller areas: voting districts or census blocks.
The five datasets in this collection provide data about overall neighborhood satisfaction and satisfaction with public services, based on a city-wide citizen survey. Also included are statistics about public assistance, the crime rate and the changes in real estate and mortgage loans transactions.",9c7da6cf-7492-4ffc-865d-10945a37232a,
Allegheny County Smoking Rates,"Smoking rates for each Census Tract in Allegheny County were produced for the study “Developing small-area predictions for smoking and obesity prevalence in the United States.” The data is not explicitly based on population surveys or data collection conducted in Allegheny County, but rather estimated using statistical modeling techniques. In this technique, researchers applied the smoking rate of a demographically similar Census Tract to one in Allegheny County to compute a smoking rate.",aeaf61da-2533-43b3-8744-2187fccbe163,
Allegheny County Fast Food Establishments,The Allegheny County Health Department has generated this list of fast food restaurants by exporting all chain restaurants without an alcohol permit from the County’s Fee and Permit System. A chain restaurant defined by the County is any restaurant that has more than one location in the County. Chain restaurants capture both local and national chains (including locally owned national chains) so long as there is one or more establishments in operation within the County.,c34f9a82-779c-4f90-9e1c-b3b5025b0db5,
Allegheny County Tobacco Vendors,The tobacco vendor information provides the location of all tobacco vendors in Allegheny County in 2015. Data was compiled from administrative records managed by the Pennsylvania Department of Revenue.,77e60b5b-1897-45b5-b39a-89f1a0966a13,
Allegheny County Housing Tenure,"Home ownership provides a number of financial, social, and health benefits to American families. Especially in areas with housing price appreciation, home ownership is a wealth building mechanism and homeowners are also eligible to receive substantial federal and local tax benefits. Owning a home also provides families with increased residential stability, which can translate into improved school performance for children. The financial stake owners have in their neighborhood also is viewed as something that spurs them to become more-engaged in their community, and there is some research that has found that home ownership also can translate to improved health. The National Association of Realtors has compiled a summary of research related to the benefits of home ownership.",63d09e2c-931c-4c66-86e0-844b84d2a8ad,
Allegheny County Particulate Matter 2.5,The U.S. Environmental Protection Agency provides information on the particulate matter concentration for Allegheny County that have a diameter greater or equal to 2.5 mm. The data is based on a combination of 2012 model and monitor data reported by the U.S. Environmental Protection Agency’s Office of Air and Radiation. The data represents the mean PM 2.5 measurement in micrograms per cubic meter for each census tract in Allegheny County. This data was obtained from the U.S. Department of Environmental Protection’s Environmental Justice Screen tool.,7c0c0ed2-b542-4f5c-868a-49609985faab,
Allegheny County Poor Housing Conditions,This estimate of the percent of distressed housing units in each Census Tract was prepared using data from the American Community Survey and the Allegheny County Property Assessment database. The estimate was produced by the Reinvestment Fund in their work with the Allegheny County Department of Economic Development.,12edd529-5119-49c7-92b5-15314b3ae25e,
Allegheny County Obesity Rates,"Obesity rates for each Census Tract in Allegheny County were produced for the study “Developing small-area predictions for smoking and obesity prevalence in the United States."" The data is not explicitly based on population surveys or data collection conducted in Allegheny County, but rather estimated using statistical modeling techniques. In this technique, researchers applied the obesity rate of a demographically similar census tract to one in Allegheny County to compute an obesity rate.",b049da40-910a-4b9d-9438-ff584e432bb1,
Allegheny County Clean Indoor Air Act Exemptions,"List and location of all the businesses and social clubs who have received an exemption from the Pennsylvania Clean Indoor Air Act. “The Clean Indoor Air Act, Act 27 of 2008, was signed into law on June 13, 2008. The legislation prohibits smoking in a public place or a workplace and lists examples of what is considered a public place. The bill allows for some exceptions, including a private residence (except those licensed as a child care facility), a private social function where the site involved is under the control of the sponsor (except where the site is owned , leased, or operated by a state or local government agency) and a wholesale or retail tobacco shop. It also imposes penalties for those establishments in noncompliance, as well as those individuals smoking in prohibited areas.”",87f6e1d4-1d5b-4b1e-922c-cff0d37e93ac,
Allegheny County Greenways,"Greenways data was compiled by the Allegheny Land Trust as a planning effort in the development of Allegheny Places, the Allegheny County Comprehensive Plan. The plan was published in 2008.",4a3664df-38a0-4e06-9751-310ba05f7f0a,
Allegheny County Vacant Properties,"Mail carriers routinely collect data on address no longer receiving mail due to vacancy. This vacancy data is reported quarterly at census tract geographies in the United States for residential, commercial, and industrial properties along with counts of total mailing addresses. Data released through DASH has been aggregated to Allegheny County Municipalities and City Wards.",c5ae9638-7572-4ed9-a193-384cb2ff4d03,
Allegheny County Walk Scores,"Walk Score measures the walkability of any address using a patented system developed by the Walk Score company. For each 2010 Census Tract centroid, Walk Score analyzed walking routes to nearby amenities. Points are awarded based on the distance to amenities in each category. Amenities within a 5 minute walk (.25 miles) are given maximum points. A decay function is used to give points to more distant amenities, with no points given after a 30 minute walk.
Walk Score also measures pedestrian friendliness by analyzing population density and road metrics such as block length and intersection density. Data sources include Google, Education.com, Open Street Map, the U.S. Census, Localeze, and places added by the Walk Score user community.",4d3d4324-b32a-4519-b56f-cee2340057bf,
Allegheny County Environmental Justice Areas,"Environmental Justice areas in this guide have been defined by the Pennsylvania Department of Environmental Protection. The Department defines an environmental justice area as any census tract where at least 20 percent of the population lives in poverty, and/or 30 percent or more of the population is minority.",cc26ac21-f3b3-4cb4-bf57-90f72bf8f044,
Allegheny County Hospitals,The data on health care facilities includes the name and location of all the hospitals and primary care facilities in Allegheny County. The current listing of hospitals and primary care facilities is managed by the Allegheny County Health Department and is used in internal reporting and shared for public use.,d2289ea6-b1ef-4acb-afa7-028cccb7fb18,
Allegheny County Supermarkets & Convenience Stores,Location information for all Supermarkets and Convenience Stores in Allegheny County was produced using the Allegheny County Fee and Permit Data for 2016.,690409e3-27e2-47a1-beed-fd600097f951,
Allegheny County Primary Care Access,The data on health care facilities includes the name and location of all the hospitals and primary care facilities in Allegheny County. The current listing of hospitals and primary care facilities is managed by the Allegheny County Health Department and is used in internal reporting and shared for public use.,52f87f59-02ed-4f74-9ab9-2c6b9542234d,
Allegheny County Illegal Dump Sites,"The Illegal Dump Site dataset includes information on illegal dump sites, their type of trash, and the estimate tons of trash at each site. The information was provided by Allegheny Cleanways, and collected as part of a 2005 survey in Allegheny County.",ed4cf849-d323-4d01-8a13-675d283f1ac9,
Allegheny County Traffic Counts,"Traffic sensors at over 1,200 locations in Allegheny County collect vehicle counts for the Pennsylvania Department of Transportation.  Data included in the Health Department's DASH project includes hourly averages and average daily counts. The data was collected from years 2012-2014 and compiled by Carnegie Mellon University’s Traffic21 Institute.",5d4809dd-3d2d-40c7-aa3b-da53925bf62b,
LEGO Diorama Images,"We often create dioramas from LEGO bricks for use with our presentations, blogs, and social media posts. We find it's much more fun and effective to reenact meetings and other scenes than to try and use real-life images.  It also saves us from the hassle of worrying about receiving permission to use a person's photo in our work. By popular demand, we have released some of our favorite images as open data for you to use.",f228a99c-acc4-4fda-9182-a59d42739b01,
State of Aging in Allegheny County Survey,"For more than three decades UCSUR has documented the status of older adults in the County along multiple life domains.  Every decade we issue a comprehensive report on aging in Allegheny County and this report represents our most recent effort.  It documents important shifts in the demographic profile of the population in the last three decades, characterizes the current status of the elderly in multiple life domains, and looks ahead to the future of aging in the County.  This report is unique in that we examine not only those aged 65 and older, but also the next generation old persons, the Baby Boomers.  Collaborators on this project include the Allegheny County Area Agency on Aging, the United Way of Allegheny County, and the Aging Institute of UPMC Senior Services and the University of Pittsburgh.

 The purpose of this report is to provide a comprehensive analysis of aging in Allegheny County.  To this end, we integrate survey data collected from a representative sample of older county residents with secondary data available from Federal, State, and County agencies to characterize older individuals on multiple dimensions, including demographic change and population projections, income, work and retirement, neighborhoods and housing, health, senior service use, transportation, volunteering, happiness and life satisfaction, among others.  Since baby boomers represent the future of aging in the County we include data for those aged 55-64 as well as those aged 65 and older.",33891263-235f-4c6c-af8a-c79b0114a9f9,
"A Community Profile of Pittsburgh Neighborhoods, 1974","These data include four historical datasets that were transcribed from the Community Profiles of Pittsburgh reports, which were published in 1974. The Community Profiles were prepared for 71 Pittsburgh neighborhoods by the City of Pittsburgh's Department of City Planning and include demographic information, housing, socio-economic conditions, and community facilities. 

The four datasets included here are data on building permits issued in 1972, arrests for major crimes in 1972, public assistance given in 1972, and community facilities serving and located in Pittsburgh neighborhoods.",bce15079-618a-4bf3-badf-8aa372c3aea2,
Parcel Centroids in Allegheny County with Geographic Identifiers,"Parcel centroids in Allegheny County. Centroids created by the Western PA Regional Data Center using County parcel shapes found on PASDA or WPRDC. Centroids have been drawn within the parcel boundary in most cases. The Data Center also appended a number of geographic codes to the data, including 2010 Census Blocks, Blockgroups, and Census Tracts, County Subdivisions (Municipalities), School Districts, State House and Senate Districts, and Allegheny County Council Districts.",2536e5e2-253b-4c58-969d-687828bb94c6,
2010 Census Blocks with Geographic Codes Southwestern PA,"This file can be used as a tool to append geographic codes to geocoded point data. The file was developed by Pitt's Center for Social and Urban Research and provides the county, census tract, county subarea/municipality, Allegheny County Council District, PA House and Senate District numbers, school district, and Zip codes. Also included from the City of Pittsburgh: neighborhoods, wards, City Council election districts, and City administrative boundaries, including Permits Licenses and Inspection administrative zones, Public Works administrative zones, Fire districts, and Police zones. The file contains data from Allegheny, Armstrong, Beaver, Butler, Fayette, Greene, Indiana, Lawrence, Washington, and Westmoreland Counties in Pennsylvania.",1fb0bfbd-c8cc-4245-a8d0-2e60196040b3,
Allegheny County Commercial Vehicle Inspections,"This dataset lists the locations and results of all commercial vehicle inspections performed by the Allegheny County Police Motor Carrier Safety Assistance Program (MCSAP). The goal of the MCSAP is to reduce CMV-involved crashes, fatalities, and injuries through consistent, uniform, and effective CMV safety programs.

https://www.fmcsa.dot.gov/grants/mcsap-basic-incentive-grant/motor-carrier-safety-assistance-program-mcsap-grant",669b2409-bb4b-46e5-9d91-c36876b58a17,
Grow Pittsburgh Food Gardens,"Food growing locations registered with Grow Pittsburgh. Data includes community gardens, community farms, schoolyard gardens, or urban farms. This data is included in Grow Pittsburgh's Grower's Map",0d8c9708-3f01-48c4-adff-04d29825c9a2,
Green Infrastructure Siting and Cost Effectiveness Analysis,Parcel scale green infrastructure siting and cost effectiveness analysis.  You can find more details at the [project's website](http://sb.ucsur.pitt.edu/green-infrastructure/).,ccd06e53-4226-4704-8ca4-7384409ffa8f,
ACED Federal Grant Contractor Tracking,"Dataset includes grant, project, and contractor awarded which are tracked for ensuring Davis-Bacon Act compliance where applicable. The 1931 Davis-Bacon Act requires the payment of prevailing wage rates to all laborers and mechanics on Federally assisted construction projects.",1ce7b2b6-3d3c-419b-9e00-25b3180946aa,
Allegheny County Municipal Land Use Ordinances,Many municipalities have their own land use ordinances and establish standards and requirements for land use and development in that municipality. This dataset is reviewed and tracked by Allegheny County Economic Development. The data dictionary contains additional information that is helpful for navigation.,139e5661-9e70-4b74-8a71-ee2fff0ebdb6,
